프로빈스 번호,인게임 코드,한국어 명칭,영문 명칭,RGB,백작령,백작령 코드,백작령 색상,공작령,공작령 코드,공작령 색상,공작령 수도,왕국령,왕국령 코드,왕국령 색상,왕국령 수도,제국령,제국령 코드,제국령 색상,제국령 수도,문화,종교,홀딩,지형,특이사항,end,
525,b_525,두원,duwon,"168,81,62",고흥,c_goheung,"168,81,62",고흥,d_goheung,"168,81,62",c_goheung,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,city_holding,,,end,
526,b_526,영남,yeongnam,"84,75,61",도화,c_dohwa,"84,75,61",고흥,d_goheung,"168,81,62",c_goheung,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
527,b_527,점암,jeomam,"84,75,61",도화,c_dohwa,"84,75,61",고흥,d_goheung,"168,81,62",c_goheung,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
528,b_528,과역,gwayeok,"126,93,64",과역,c_gwayeok,"126,93,64",고흥,d_goheung,"168,81,62",c_goheung,고흥,k_goheung,"168,81,62",c_goheung,,,,,namhae,presbyterianism,castle_holding,,,end,
529,b_529,남양,namyang,"126,93,64",과역,c_gwayeok,"126,93,64",고흥,d_goheung,"168,81,62",c_goheung,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
530,b_530,동강,donggang,"126,93,64",과역,c_gwayeok,"126,93,64",고흥,d_goheung,"168,81,62",c_goheung,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,church_holding,,,end,
531,b_531,벌교,beolgyo,"42,102,193",낙안,c_nakan,"42,102,193",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,city_holding,,,end,
532,b_532,조성,joseong,"42,102,193",복내,c_boknae,"0,114,195",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,church_holding,,,end,
533,b_533,율어,yuleo,"0,114,195",복내,c_boknae,"0,114,195",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
534,b_534,문덕,mundeok,"0,114,195",복내,c_boknae,"0,114,195",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,church_holding,,,end,
535,b_535,복내,boknae,"0,114,195",복내,c_boknae,"0,114,195",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,namhae,presbyterianism,castle_holding,,,end,
536,b_536,겸백,gyeombaek,"0,114,195",복내,c_boknae,"0,114,195",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
537,b_537,덕량,deokryang,"42,102,193",복내,c_boknae,"0,114,195",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
538,b_538,미력,miryeok,"0,129,70",보성,c_boseong,"0,129,70",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
539,b_539,노동,nodong,"0,129,70",보성,c_boseong,"0,129,70",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,none,,,end,
540,b_540,보성,boseong,"0,129,70",보성,c_boseong,"0,129,70",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,namhae,presbyterianism,castle_holding,,,end,
541,b_541,웅치,ungchi,"0,129,70",보성,c_boseong,"0,129,70",보성,d_boseong,"0,129,70",c_boseong,고흥,k_goheung,"168,81,62",c_goheung,,,,,,,church_holding,,,end,
542,b_542,목포,mokpo,"84,135,71",목포,c_mokpo,"84,135,71",목포,d_mokpo,"84,135,71",d_mokpo,신안,k_sinan,"168,171,227",c_mokpo,신안,e_sinan,"168,171,227",c_mokpo,sinan,presbyterianism,castle_holding,,,end,
543,b_543,삼향,samhyang,"84,135,71",일로,c_illo,"84,135,71",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
544,b_544,일로,illo,"84,135,71",일로,c_illo,"84,135,71",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,muan,presbyterianism,castle_holding,,,end,
545,b_545,청계,cheonggye,"84,135,71",일로,c_illo,"84,135,71",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
546,b_546,몽탄,mongtan,"84,135,71",일로,c_illo,"84,135,71",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
547,b_547,무안,muan,"84,150,201",무안,c_muan,"84,150,201",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,muan,presbyterianism,castle_holding,,,end,
548,b_548,현경,hyeongyeong,"84,150,201",무안,c_muan,"84,150,201",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
549,b_549,동강,donggang,"84,165,76",왕곡,c_wanggok,"84,165,76",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
550,b_550,공산,gongsan,"84,165,76",왕곡,c_wanggok,"84,165,76",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
551,b_551,반남,bannam,"84,165,76",왕곡,c_wanggok,"84,165,76",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
552,b_552,왕곡,wanggok,"84,165,76",왕곡,c_wanggok,"84,165,76",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,muan,presbyterianism,castle_holding,,,end,
553,b_553,다시,dasi,"2,129,35",나주,c_naju,"2,129,35",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
554,b_554,문평,munpyeong,"2,129,35",나주,c_naju,"2,129,35",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
555,b_555,노안,noan,"2,129,35",나주,c_naju,"2,129,35",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
556,b_556,,,,,,,,,,,,,,,,,,,,,,,,end,
557,b_557,세지,seji,"126,183,79",봉황,c_bonghwang,"126,183,79",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
558,b_558,봉황,bonghwang,"126,183,79",봉황,c_bonghwang,"126,183,79",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,muan,presbyterianism,castle_holding,,,end,
559,b_559,다도,dado,"126,183,79",봉황,c_bonghwang,"126,183,79",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
560,b_560,남평,nampyeong,"42,180,193",빛가람,c_bitgaram,"42,180,193",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
561,b_561,산포,sanpo,"42,180,193",빛가람,c_bitgaram,"42,180,193",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
562,b_562,금천,geumcheon,"42,180,193",빛가람,c_bitgaram,"42,180,193",나주,d_naju,"2,129,35",c_naju,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
563,b_563,송정,songjeong,"126,198,209",광산,c_gwangsan,"126,198,209",광주,d_gwangju,"86,120,161",c_gwangju,광주,k_gwangju,"86,120,161",c_gwangju,,,,,gwangju,catholic,castle_holding,,,end,
564,b_564,금남,geumnam,"168,174,192",광주,c_gwangju,"86,120,161",광주,d_gwangju,"86,120,161",c_gwangju,광주,k_gwangju,"86,120,161",c_gwangju,,,,,gwangju,catholic,castle_holding,,,end,
565,b_565,도암,doam,"126,0,84",춘향,c_chunhyang,"126,0,84",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
566,b_566,청풍,cheongpung,"126,0,84",춘향,c_chunhyang,"126,0,84",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
567,b_567,이양,iyang,"126,0,84",춘향,c_chunhyang,"126,0,84",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
568,b_568,춘향,chunhyang,"126,0,84",춘향,c_chunhyang,"126,0,84",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
569,b_569,,,,,,,,,,,,,,,,,,,,,,,,end,
570,b_570,화순,hwasun,"0,6,85",화순,c_hwasun,"0,6,85",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
571,b_571,능주,neungju,"0,6,85",화순,c_hwasun,"0,6,85",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
572,b_572,한천,hancheon,"126,15,214",사평,c_sapyeong,"126,15,214",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
573,b_573,사평,sapyeong,"126,15,214",사평,c_sapyeong,"126,15,214",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
574,b_574,동면,dongmyeon,"126,15,214",사평,c_sapyeong,"126,15,214",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
575,b_575,동복,dongbok,"42,24,88",백아,c_baeka,"42,24,88",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
576,b_576,백아,baeka,"42,24,88",백아,c_baeka,"42,24,88",화순,d_hwasun,"0,6,85",c_hwasun,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
577,b_577,엄다,eomda,"126,30,89",학교,c_hakgyo,"126,30,89",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
578,b_578,학교,hakgyo,"126,30,89",학교,c_hakgyo,"126,30,89",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,muan,presbyterianism,castle_holding,,,end,
579,b_579,함평,hampyeong,"168,33,217",함평,c_hampyeong,"168,33,217",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,muan,presbyterianism,castle_holding,,,end,
580,b_580,대동,daedong,"168,33,217",함평,c_hampyeong,"168,33,217",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
581,b_581,나산,nasan,"84,42,91",월야,c_wolya,"84,42,91",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
582,b_582,월야,wolya,"84,42,91",월야,c_wolya,"84,42,91",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,muan,presbyterianism,castle_holding,,,end,
583,b_583,해보,haebo,"84,42,91",월야,c_wolya,"84,42,91",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
584,b_584,신광,singwang,"168,33,217",함평,c_hampyeong,"168,33,217",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
585,b_585,손불,sonbul,"168,33,217",함평,c_hampyeong,"168,33,217",무안,d_muan,"84,150,201",c_muan,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
586,b_586,염산,yeomsan,"42,54,93",염산,c_yeomsan,"42,54,93",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,muan,won_buddhism,castle_holding,,,end,
587,b_587,군남,gunnam,"42,54,93",염산,c_yeomsan,"42,54,93",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
588,b_588,불갑,bulgap,"42,54,93",염산,c_yeomsan,"42,54,93",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
589,b_589,묘량,myoryang,"126,75,224",영광,c_yeonggwang,"126,75,224",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
590,b_590,백수,baeksu,"84,168,191",홍농,c_hongnong,"84,168,191",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
591,b_591,군서,gunseo,"126,75,224",영광,c_yeonggwang,"126,75,224",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
592,b_592,대마,daema,"126,75,224",영광,c_yeonggwang,"126,75,224",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
593,b_593,영광,yeonggwang,"126,75,224",영광,c_yeonggwang,"126,75,224",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,muan,won_buddhism,castle_holding,,,end,
594,b_594,법성,beopseong,"84,168,191",홍농,c_hongnong,"84,168,191",영광,d_yeonggwang,"126,75,224",c_yeonggwang,무안,k_muan,"84,150,201",c_muan,,,,,,,none,,,end,
595,b_595,삼서,samseo,"42,84,98",삼계,c_samgye,"42,84,98",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,church_holding,,,end,
596,b_596,삼계,samgye,"42,84,98",삼계,c_samgye,"42,84,98",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,saemangeum,catholic,castle_holding,,,end,
597,b_597,동화,donghwa,"42,84,98",삼계,c_samgye,"42,84,98",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
598,b_598,황룡,hwangryong,"42,84,98",삼계,c_samgye,"42,84,98",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
599,b_599,남면,nammyeon,"42,84,98",삼계,c_samgye,"42,84,98",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
600,b_600,서삼,seosam,"168,108,2",장성,c_g_jangseong,"168,108,2",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
601,b_601,북일,bukil,"168,108,2",장성,c_g_jangseong,"168,108,2",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
602,b_602,,,,,,,,,,,,,,,,,,,,,,,,end,
603,b_603,북하,bukha,"168,108,2",장성,c_g_jangseong,"168,108,2",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
604,b_604,장성,jangseong,"168,108,2",장성,c_g_jangseong,"168,108,2",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,saemangeum,catholic,castle_holding,,,end,
605,b_605,진원,jinwon,"168,108,2",장성,c_g_jangseong,"168,108,2",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,saemangeum,catholic,city_holding,,,end,
606,b_606,대전,daejeon,"42,129,133",수북,c_subuk,"42,129,133",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,church_holding,,,end,
607,b_607,월산,wolsan,"0,126,5",담양,c_damyang,"0,126,5",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,city_holding,,,end,
608,b_608,용면,yongmyeon,"0,126,5",담양,c_damyang,"0,126,5",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,church_holding,,,end,
609,b_609,금성,geumseong,"0,126,5",담양,c_damyang,"0,126,5",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
610,b_610,담양,damyang,"0,126,5",담양,c_damyang,"0,126,5",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,namwon,catholic,castle_holding,,,end,
611,b_611,수북,subuk,"42,129,133",수북,c_subuk,"42,129,133",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,namwon,catholic,castle_holding,,,end,
612,b_612,봉산,bongsan,"42,129,133",수북,c_subuk,"42,129,133",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
613,b_613,무정,mujeong,"0,126,5",담양,c_damyang,"0,126,5",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
614,b_614,고서,goseo,"0,141,135",창평,c_changpyeong,"0,141,135",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,none,,,end,
615,b_615,창평,changpyeong,"0,141,135",창평,c_changpyeong,"0,141,135",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,namwon,catholic,castle_holding,,,end,
616,b_616,대덕,daedeok,"0,141,135",창평,c_changpyeong,"0,141,135",담양,d_damyang,"0,126,5",c_damyang,광주,k_gwangju,"86,120,161",c_gwangju,,,,,,,church_holding,,,end,
617,b_617,대산,daesan,"84,147,136",대산,c_daesan,"84,147,136",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,saemangeum,imperial_church,castle_holding,,,end,
618,b_618,공읍,gongeup,"84,147,136",대산,c_daesan,"84,147,136",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
619,b_619,상하,sangha,"101,160,150",해리,c_haeri,"101,160,150",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
620,b_620,해리,haeri,"101,160,150",해리,c_haeri,"101,160,150",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,saemangeum,imperial_church,castle_holding,,,end,
621,b_621,무장,mujang,"145,65,233",무장,c_mujang,"145,65,233",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,saemangeum,imperial_church,castle_holding,,,end,
622,b_622,성송,seongsong,"145,65,233",무장,c_mujang,"145,65,233",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
623,b_623,심원,simwon,"101,160,150",해리,c_haeri,"101,160,150",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
624,b_624,아산,asan,"126,180,14",고창,c_gochang,"42,174,13",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
625,b_625,고수,gosu,"42,174,13",고창,c_gochang,"42,174,13",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
626,b_626,고창,gochang,"42,174,13",고창,c_gochang,"42,174,13",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,saemangeum,imperial_church,castle_holding,,,end,
627,b_627,신림,sinrim,"42,174,13",흥덕,c_heungdeok_gochang,"126,180,14",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
628,b_628,부안,buan,"126,180,14",흥덕,c_heungdeok_gochang,"126,180,14",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,,,none,,,end,
629,b_629,흥덕,heungdeok,"42,174,13",흥덕,c_heungdeok_gochang,"126,180,14",고창,d_gochang,"42,174,13",c_gochang,익산,k_iksan,"169,195,257",c_iksan,신복련,e_hec,"255,249,198",c_jeonju,saemangeum,imperial_church,castle_holding,,,end,
630,b_630,화양,hwayang,"84,192,16",여수,c_yeosu,"84,192,16",여수,d_yeosu,"84,192,16",c_yeosu,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
631,b_631,소라,sora,"84,192,16",여수,c_yeosu,"84,192,16",여수,d_yeosu,"84,192,16",c_yeosu,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
632,b_632,여수,yeosu,"84,192,16",여수,c_yeosu,"84,192,16",여수,d_yeosu,"84,192,16",c_yeosu,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
633,b_633,율촌,yulchon,"84,192,16",여수,c_yeosu,"84,192,16",여수,d_yeosu,"84,192,16",c_yeosu,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,none,,,end,
634,b_634,해룡,haeryong,"0,201,145",순천,c_suncheon,"0,201,145",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
635,b_635,순천,suncheon,"0,201,145",순천,c_suncheon,"0,201,145",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
636,b_636,별량,byeollyang,"0,201,145",순천,c_suncheon,"0,201,145",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
637,b_637,상사,sangsa,"0,201,145",순천,c_suncheon,"0,201,145",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
638,b_638,낙안,nakan,"42,102,193",낙안,c_nakan,"42,102,193",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
639,b_639,외서,oeseo,"42,102,193",낙안,c_nakan,"42,102,193",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
640,b_640,송광,songgwang,"42,6,148",주암,c_juam,"42,6,148",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
641,b_641,주암,juam,"42,6,148",주암,c_juam,"42,6,148",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
642,b_642,승주,seungju,"84,9,21",승주,c_seungju,"84,9,21",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
643,b_643,서면,seomyeon,"84,9,21",승주,c_seungju,"84,9,21",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
644,b_644,월등,woldeung,"84,9,21",승주,c_seungju,"84,9,21",순천,d_suncheon,"0,201,145",c_suncheon,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
645,b_645,목사동,moksadong,"42,21,23",죽곡,c_jukgok,"42,21,23",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
646,b_646,죽곡,jukgok,"42,21,23",죽곡,c_jukgok,"42,21,23",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namwon,mu_pagan,castle_holding,,,end,
647,b_647,석곡,seokgok,"84,24,151",석곡,c_seokgok,"84,24,151",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namwon,mu_pagan,castle_holding,,,end,
648,b_648,삼기,samgi,"84,24,151",석곡,c_seokgok,"84,24,151",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
649,b_649,오산,osan,"0,33,25",옥과,c_okgwa,"0,33,25",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
650,b_650,옥과,okgwa,"0,33,25",옥과,c_okgwa,"0,33,25",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namwon,mu_pagan,castle_holding,,,end,
651,b_651,겸면,gyeommyeon,"0,33,25",옥과,c_okgwa,"0,33,25",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
652,b_652,입면,ibmyeon,"0,33,25",옥과,c_okgwa,"0,33,25",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
653,b_653,곡성,gokseong,"126,42,154",곡성,c_gokseong,"126,42,154",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namwon,mu_pagan,castle_holding,,,end,
654,b_654,오곡,ogok,"126,42,154",곡성,c_gokseong,"126,42,154",곡성,d_gokseong,"126,42,154",c_gokseong,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
655,b_655,봉강,bonggang,"42,51,28",광양,c_gwangyang,"42,51,28",광양,d_gwangyang,"42,51,28",c_gwangyang,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
656,b_656,광양,gwangyang,"42,51,28",광양,c_gwangyang,"42,51,28",광양,d_gwangyang,"42,51,28",c_gwangyang,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
657,b_657,중마,jungma,"42,51,28",광양,c_gwangyang,"42,51,28",광양,d_gwangyang,"42,51,28",c_gwangyang,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
658,b_658,옥룡,okryong,"42,51,28",광양,c_gwangyang,"42,51,28",광양,d_gwangyang,"42,51,28",c_gwangyang,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
659,b_659,옥곡,okgok,"168,60,157",옥곡,c_okgok,"168,60,157",광양,d_gwangyang,"42,51,28",c_gwangyang,여수,k_yeosu,"84,192,16",c_yeosu,,,,,namhae,presbyterianism,castle_holding,,,end,
660,b_660,다압,daap,"168,60,157",옥곡,c_okgok,"168,60,157",광양,d_gwangyang,"42,51,28",c_gwangyang,여수,k_yeosu,"84,192,16",c_yeosu,,,,,,,none,,,end,
