프로빈스 번호,인게임 코드,한국어 명칭,영문 명칭,RGB,백작령,백작령코드명,백작령 색상,공작령,공작령코드명,공작령 색상,왕국령,왕국령코드명,왕국령 색상,제국령,제국령코드명,제국령 색상,문화,종교,홀딩,지형,특이사항,
962,b_962,포항,yeongil,"0, 144, 50",흥해,,,포항,,,포항,,,,,,,,,,c-d불일치,교체 필요
963,b_963,영일,pohang,"42, 147, 178",포항,,,포항,,,포항,,,,,,,,,,c-d불일치,
964,b_964,대송,daesong,"42, 147, 178",포항,,,포항,,,포항,,,,,,,,,,,
965,b_965,오천,ocheon,"42, 147, 178",포항,,,포항,,,포항,,,,,,,,,,,
966,b_966,장기,janggi,"42, 162, 53",구룡포,,,포항,,,포항,,,,,,,,,,,
967,b_967,동해,donghae,"42, 162, 53",구룡포,,,포항,,,포항,,,,,,,,,,,
968,b_968,구룡포,guryongpo,"42, 162, 53",구룡포,,,포항,,,포항,,,,,,,,,,,
969,b_969,변산,byeonsan,"84, 87, 76",변산,,,부안,,,익산,,,신복련,,,,,,,,
970,b_970,진서,jinseo,"84, 87, 76",변산,,,부안,,,익산,,,신복련,,,,,,,,
971,b_971,보안,boan,"84, 87, 76",보안,,,부안,,,익산,,,신복련,,,,,,,,
972,b_972,하서,haseo,"84, 87, 76",변산,,,부안,,,익산,,,신복련,,,,,,,,
973,b_973,상서,sangseo,"84, 87, 76",변산,,,부안,,,익산,,,신복련,,,,,,,,
974,b_974,주산,jusan,"0, 39, 160",보안,,,부안,,,익산,,,신복련,,,,,,,,
975,b_975,계화,gyehwa,"0, 39, 160",부안,,,부안,,,익산,,,신복련,,,,,,,,
976,b_976,행안,haengan,"0, 39, 160",부안,,,부안,,,익산,,,신복련,,,,,,,,
977,b_977,동전,dongjeon,"0, 39, 160",부안,,,부안,,,익산,,,신복련,,,,,,,,
978,b_978,부안,buan,"0, 39, 160",부안,,,부안,,,익산,,,신복련,,,,,,,,
979,b_979,백산,baeksan,"0, 39, 160",고부,,,정읍,,,익산,,,신복련,,,,,,,,
980,b_980,입암,ibam,"42, 57, 163",정읍,,,정읍,,,익산,,,신복련,,,,,,,,
981,b_981,소성,soseong,"42, 57, 163",고부,,,정읍,,,익산,,,신복련,,,,,,,,
982,b_982,고부,gobu,"42, 57, 163",고부,,,정읍,,,익산,,,신복련,,,,,,,,
983,b_983,영원,yeongwon,"168, 66, 37",고부,,,정읍,,,익산,,,신복련,,,,,,,,
984,b_984,정읍,jeongeup,"42, 57, 163",정읍,,,정읍,,,익산,,,신복련,,,,,,,,
985,b_985,덕천,deokcheon,"168, 66, 37",고부,,,정읍,,,익산,,,신복련,,,,,,,,
986,b_986,이평,ipyeong,"168, 66, 37",고부,,,정읍,,,익산,,,신복련,,,,,,,,
987,b_987,신태인,sintaein,"168, 66, 37",태인,,,정읍,,,익산,,,신복련,,,,,,,,
988,b_988,감곡,gamgok,"168, 81, 167",태인,,,정읍,,,익산,,,신복련,,,,,,,,
989,b_989,정우,jeongu,"168, 66, 37",고부,,,정읍,,,익산,,,신복련,,,,,,,,
990,b_990,,,,,,,,,,,,,,,,,,,,공란,
991,b_991,칠보,chilbo,"168, 81, 167",칠보,,,정읍,,,익산,,,신복련,,,,,,,,
992,b_992,태인,taein,"168, 81, 167",태인,,,정읍,,,익산,,,신복련,,,,,,,,
993,b_993,옹동,ongdong,"168, 81, 167",태인,,,정읍,,,익산,,,신복련,,,,,,,,
994,b_994,산외,sanoe,"168, 81, 167",칠보,,,정읍,,,익산,,,신복련,,,,,,,,
995,b_995,강진,gangjin,"84, 105, 171",운암,,,임실,,,전주,,,신복련,,,,,,,,
996,b_996,덕치,deokchi,"84, 105, 171",운암,,,임실,,,전주,,,신복련,,,,,,,,
997,b_997,삼계,samgye,"0, 114, 45",임실,,,임실,,,전주,,,신복련,,,,,,,,
998,b_998,오수,osu,"0, 114, 45",임실,,,임실,,,전주,,,신복련,,,,,,,,
999,b_999,청웅,cheongung,"84, 105, 171",운암,,,임실,,,전주,,,신복련,,,,,,,,
1000,b_1000,운암,unam,"84, 105, 171",운암,,,임실,,,전주,,,신복련,,,,,,,,
1001,b_1001,신덕,sindeok,"84, 105, 171",관촌,,,임실,,,전주,,,신복련,,,,,,,,
1002,b_1002,신평,sinpyeong,"84, 105, 171",관촌,,,임실,,,전주,,,신복련,,,,,,,,
1003,b_1003,임실,imsil,"0, 114, 45",임실,,,임실,,,전주,,,신복련,,,,,,,,
1004,b_1004,관촌,gwanchon,"84, 105, 171",관촌,,,임실,,,전주,,,신복련,,,,,,,,
1005,b_1005,성수,seongsu,"0, 114, 45",임실,,,임실,,,전주,,,신복련,,,,,,,,
1006,b_1006,산서,sanseo,"0, 129, 175",장수,,,진안,,,전주,,,신복련,,,,,,,,
1007,b_1007,번암,beonam,"0, 129, 175",장수,,,진안,,,전주,,,신복련,,,,,,,,
1008,b_1008,장수,jangsu,"0, 129, 175",장수,,,진안,,,전주,,,신복련,,,,,,,,
1009,b_1009,천천,cheoncheon,"42, 42, 33",장계,,,진안,,,전주,,,신복련,,,,,,,,
1010,b_1010,계북,gyebuk,"42, 42, 33",장계,,,진안,,,전주,,,신복련,,,,,,,,
1011,b_1011,장계,janggye,"42, 42, 33",장계,,,진안,,,전주,,,신복련,,,,,,,,
1012,b_1012,대남,daenam,"84, 30, 31",안의,,,거창,,,가야,,,,,,,,,,,
1013,b_1013,백전,baekjeon,"0, 24, 30",함양,,,거창,,,가야,,,,,,,,,,,
1014,b_1014,함양,hamyang,"0, 24, 30",함양,,,거창,,,가야,,,,,,,,,,,
1015,b_1015,병곡,byeonggok,"0, 24, 30",함양,,,거창,,,가야,,,,,,,,,,,
1016,b_1016,송계,songgye,"84, 30, 31",안의,,,거창,,,가야,,,,,,,,,,,
1017,b_1017,안의,anui,"84, 30, 31",안의,,,거창,,,가야,,,,,,,,,,,
1018,b_1018,지곡,jigok,"0, 24, 30",함양,,,거창,,,가야,,,,,,,,,,,
1019,b_1019,수동,sudong,"0, 24, 30",함양,,,거창,,,가야,,,,,,,,,,,
1020,b_1020,갈계,galgye,"0, 204, 60",마리,,,거창,,,가야,,,,,,,,,,,
1021,b_1021,고제,goje,"168, 57, 192",거창,,,거창,,,가야,,,,,,,,,,,
1022,b_1022,웅양,ungyang,"168, 57, 192",거창,,,거창,,,가야,,,,,,,,,,,
1023,b_1023,위천,wicheon,"0, 204, 60",마리,,,거창,,,가야,,,,,,,,,,,
1024,b_1024,주상,jusang,"168, 57, 192",거창,,,거창,,,가야,,,,,,,,,,,
1025,b_1025,가북,gabuk,"168, 57, 192",거창,,,거창,,,가야,,,,,,,,,,,
1026,b_1026,마리,mari,"0, 204, 60",마리,,,거창,,,가야,,,,,,,,,,,
1027,b_1027,무릉,mureung,"84, 210, 61",가조,,,거창,,,가야,,,,,,,,,,,
1028,b_1028,가조,gajo,"84, 210, 61",가조,,,거창,,,가야,,,,,,,,,,,
1029,b_1029,무촌,muchon,"84, 210, 61",가조,,,거창,,,가야,,,,,,,,,,,
1030,b_1030,진봉,jinbong,"168, 3, 62",진봉,,,김제,,,익산,,,신복련,,,,,,,,
1031,b_1031,광활,gwanghwal,"168, 3, 62",진봉,,,김제,,,익산,,,신복련,,,,,,,,
1032,b_1032,죽산,juksan,"168, 3, 62",김제,,,김제,,,익산,,,신복련,,,,,,,,
1033,b_1033,성덕,seongdeok,"168, 3, 62",진봉,,,김제,,,익산,,,신복련,,,,,,,,
1034,b_1034,부량,buryang,"0, 21, 65",김제,,,김제,,,익산,,,신복련,,,,,,,,
1035,b_1035,만경,mangyeong,"168, 3, 62",만경,,,김제,,,익산,,,신복련,,,,,,,,
1036,b_1036,김제,gimje,"0, 21, 65",김제,,,김제,,,익산,,,신복련,,,,,,,,
1037,b_1037,백산,baeksan,"0, 21, 65",김제,,,김제,,,익산,,,신복련,,,,,,,,
1038,b_1038,청하,cheongha,"0, 147, 60",만경,,,김제,,,익산,,,신복련,,,,,,,,
1039,b_1039,봉남,bongnam,"0, 21, 65",금구,,,김제,,,익산,,,신복련,,,,,,,,
1040,b_1040,금산,geumsan,"0, 21, 65",금구,,,김제,,,익산,,,신복련,,,,,,,,
1041,b_1041,금구,geumgu,"0, 21, 65",금구,,,김제,,,익산,,,신복련,,,,,,,,
1042,b_1042,황산,hwangsan,"0, 21, 65",금구,,,김제,,,익산,,,신복련,,,,,,,,
1043,b_1043,용지,yongji,"0, 147, 60",백구,,,김제,,,익산,,,신복련,,,,,,,,
1044,b_1044,공덕,gongdeok,"0, 147, 60",만경,,,김제,,,익산,,,신복련,,,,,,,,
1045,b_1045,이서,iseo,"43, 156, 23",전주,,,전주,,,전주,,,신복련,,,,,,,,
1046,b_1046,완산,wansan,"43, 156, 23",전주,,,전주,,,전주,,,신복련,,,,,,,,
1047,b_1047,군산,gunsan,"85, 159, 151",군산,,,군산,,,익산,,,신복련,,,,,,,,
1048,b_1048,옥서,okseo,"85, 159, 151",군산,,,군산,,,익산,,,신복련,,,,,,,,
1049,b_1049,옥구,okgu,"85, 159, 151",군산,,,군산,,,익산,,,신복련,,,,,,,,
1050,b_1050,회현,hoehyeon,"85, 159, 151",군산,,,군산,,,익산,,,신복련,,,,,,,,
1051,b_1051,옥산,oksan,"85, 159, 151",군산,,,군산,,,익산,,,신복련,,,,,,,,
1052,b_1052,개정,gaejeong,"43, 186, 28",임피,,,군산,,,익산,,,신복련,,,,,,,,
1053,b_1053,대야,daeya,"43, 186, 28",임피,,,군산,,,익산,,,신복련,,,,,,,,
1054,b_1054,성산,seongsan,"43, 186, 28",임피,,,군산,,,익산,,,신복련,,,,,,,,
1055,b_1055,오산,osan,"169, 195, 257",익산,,,익산,,,익산,,,신복련,,,,,,,,
1056,b_1056,임피,impi,"43, 186, 28",임피,,,군산,,,익산,,,신복련,,,,,,,,
1057,b_1057,나포,napo,"43, 186, 28",임피,,,군산,,,익산,,,신복련,,,,,,,,
1058,b_1058,서수,seosu,"43, 186, 28",임피,,,군산,,,익산,,,신복련,,,,,,,,
1059,b_1059,이리,iri,"169, 195, 257",익산,,,익산,,,익산,,,신복련,,,,,,,,
1060,b_1060,춘포,chunpo,"169, 195, 257",금마,,,익산,,,익산,,,신복련,,,,,,,,
1061,b_1061,왕궁,wanggung,"169, 195, 257",금마,,,익산,,,익산,,,신복련,,,,,,,,
1062,b_1062,여산,yeosan,"85, 204, 31",여산,,,익산,,,익산,,,신복련,,,,,,,,
1063,b_1063,금마,geumma,"169, 195, 257",금마,,,익산,,,익산,,,신복련,,,,,,,,
1064,b_1064,삼기,samgi,"85, 204, 31",여산,,,익산,,,익산,,,신복련,,,,,,,,
1065,b_1065,황등,hwangdeung,"1, 0, 160",함열,,,익산,,,익산,,,신복련,,,,,,,,
1066,b_1066,함나,hamna,"1, 0, 160",함열,,,익산,,,익산,,,신복련,,,,,,,,
1067,b_1067,웅포,ungpo,"1, 0, 160",함열,,,익산,,,익산,,,신복련,,,,,,,,
1068,b_1068,성당,seongdang,"1, 0, 160",함열,,,익산,,,익산,,,신복련,,,,,,,,
1069,b_1069,함열,hamyeol,"1, 0, 160",함열,,,익산,,,익산,,,신복련,,,,,,,,
1070,b_1070,낭산,nangsan,"85, 204, 31",여산,,,익산,,,익산,,,신복련,,,,,,,,
1071,b_1071,용안,yongan,"1, 0, 160",용안,,,익산,,,익산,,,신복련,,,,,,,,
1072,b_1072,용동,yongdong,"1, 0, 160",용안,,,익산,,,익산,,,신복련,,,,,,,,
1073,b_1073,구이,gui,"43, 156, 23",전주,,,전주,,,전주,,,신복련,,,,,,,,
1074,b_1074,상관,sanggwan,"43, 156, 23",전주,,,전주,,,전주,,,신복련,,,,,,,,
1075,b_1075,소양,soyang,"127, 39, 39",완주,,,전주,,,전주,,,신복련,,,,,,,,
1076,b_1076,용진,yongjin,"127, 39, 39",완주,,,전주,,,전주,,,신복련,,,,,,,,
1077,b_1077,삼례,samrye,"127, 39, 39",완주,,,전주,,,전주,,,신복련,,,,,,,,
1078,b_1078,봉동,bongdong,"127, 39, 39",완주,,,전주,,,전주,,,신복련,,,,,,,,
1079,b_1079,비봉,bibong,"1, 45, 40",고산,,,전주,,,전주,,,신복련,,,,,,,,
1080,b_1080,고산,gosan,"1, 45, 40",고산,,,전주,,,전주,,,신복련,,,,,,,,
1081,b_1081,동상,dongsang,"1, 45, 40",고산,,,전주,,,전주,,,신복련,,,,,,,,
1082,b_1082,화산,hwasan,"1, 45, 40",고산,,,전주,,,전주,,,신복련,,,,,,,,
1083,b_1083,운주,unju,"1, 45, 40",고산,,,전주,,,전주,,,신복련,,,,,,,,
1084,b_1084,성수,seongsu,"127, 69, 44",진안,,,진안,,,전주,,,신복련,,,,,,,,
1085,b_1085,백운,baegun,"127, 69, 44",진안,,,진안,,,전주,,,신복련,,,,,,,,
1086,b_1086,마령,maryeong,"127, 69, 44",진안,,,진안,,,전주,,,신복련,,,,,,,,
1087,b_1087,부귀,bugwi,"127, 69, 44",진안,,,진안,,,전주,,,신복련,,,,,,,,
1088,b_1088,진안,jinan,"127, 69, 44",진안,,,진안,,,전주,,,신복련,,,,,,,,
1089,b_1089,주천,jucheon,"169, 72, 172",주천,,,진안,,,전주,,,신복련,,,,,,,,
1090,b_1090,용담,yongdam,"169, 72, 172",주천,,,진안,,,전주,,,신복련,,,,,,,,
1091,b_1091,정천,jeongcheon,"169, 72, 172",주천,,,진안,,,전주,,,신복련,,,,,,,,
1092,b_1092,상전,sangjeon,"169, 72, 172",주천,,,진안,,,전주,,,신복련,,,,,,,,
1093,b_1093,,,,,,,,,,,,,,,,,,,,공란,
1094,b_1094,안천,ancheon,"169, 72, 172",주천,,,진안,,,전주,,,신복련,,,,,,,,
1095,b_1095,부남,bunam,"127, 99, 49",무주,,,진안,,,전주,,,신복련,,,,,,,,
1096,b_1096,안성,anseong,"127, 99, 49",무주,,,진안,,,전주,,,신복련,,,,,,,,
1097,b_1097,적상,jeoksang,"127, 99, 49",무주,,,진안,,,전주,,,신복련,,,,,,,,
1098,b_1098,무주,muju,"127, 99, 49",무주,,,진안,,,전주,,,신복련,,,,,,,,
1099,b_1099,설천,seolcheon,"127, 99, 49",무주,,,진안,,,전주,,,신복련,,,,,,,,
1100,b_1100,용화,yonghwa,"43, 123, 53",영동,,,옥천,,,대전,,,,,,,,,,,
1101,b_1101,학산,haksan,"43, 123, 53",영동,,,옥천,,,대전,,,,,,,,,,,
1102,b_1102,양산,yangsan,"43, 123, 53",영동,,,옥천,,,대전,,,,,,,,,,,
1103,b_1103,양강,yanggang,"43, 123, 53",영동,,,옥천,,,대전,,,,,,,,,,,
1104,b_1104,심천,simcheon,"43, 123, 53",영동,,,옥천,,,대전,,,,,,,,,,,
1105,b_1105,용산,yongsan,"127, 127, 54",황간,,,옥천,,,대전,,,,,,,,,,,
1106,b_1106,영동,yeongdong,"43, 123, 53",영동,,,옥천,,,대전,,,,,,,,,,,
1107,b_1107,,,,,,,,,,,,,,,,,,,,공란,
1108,b_1108,황간,hwanggan,"127, 127, 54",황간,,,옥천,,,대전,,,,,,,,,,,
1109,b_1109,매곡,maegok,"127, 127, 54",황간,,,옥천,,,대전,,,,,,,,,,,
1110,b_1110,대덕,daedeok,"169, 147, 57",금릉,,,김천,,,상주,,,,,,,,,,,
1111,b_1111,정산,jeungsan,"169, 147, 57",금릉,,,김천,,,상주,,,,,,,,,,c-d불일치,
1112,b_1112,부항,buhang,"169, 147, 57",금릉,,,김천,,,상주,,,,,,,,,,,
1113,b_1113,지례,jirye,"169, 147, 57",금릉,,,김천,,,상주,,,,,,,,,,,
1114,b_1114,구성,guseong,"169, 147, 57",금릉,,,김천,,,상주,,,,,,,,,,,
1115,b_1115,조마,joma,"169, 147, 57",금릉,,,김천,,,상주,,,,,,,,,,,
1116,b_1116,,,,,,,,,,,,,,,,,,,,공란,
1117,b_1117,봉산,bongsan,"169, 162, 187",김천,,,김천,,,상주,,,,,,,,,,,
1118,b_1118,감천,gamcheon,"127, 159, 59",감천,,,김천,,,상주,,,,,,,,,,,
1119,b_1119,김천,gimcheon,"169, 162, 187",김천,,,김천,,,상주,,,,,,,,,,,
1120,b_1120,어모,eomo,"169, 162, 187",김천,,,김천,,,상주,,,,,,,,,,,
1121,b_1121,감문,gammun,"169, 162, 187",김천,,,김천,,,상주,,,,,,,,,,,
1122,b_1122,개령,gaeryeong,"169, 162, 187",김천,,,김천,,,상주,,,,,,,,,,,
1123,b_1123,아포,apo,"127, 159, 59",감천,,,김천,,,상주,,,,,,,,,,,
1124,b_1124,농소,nongso,"127, 159, 59",감천,,,김천,,,상주,,,,,,,,,,,
1125,b_1125,남면,nammyeon,"127, 159, 59",감천,,,김천,,,상주,,,,,,,,,,,
1126,b_1126,금수,geumsu,"169, 192, 192",벽진,,,성주,,,대구,,,,,,,,,,,
1127,b_1127,가천,gacheon,"169, 192, 192",벽진,,,성주,,,대구,,,,,,,,,,,
1128,b_1128,수륜,suryun,"169, 192, 192",벽진,,,성주,,,대구,,,,,,,,,,,
1129,b_1129,벽진,byeokjin,"169, 192, 192",벽진,,,성주,,,대구,,,,,,,,,,,
1130,b_1130,대가,daega,"169, 192, 192",벽진,,,성주,,,대구,,,,,,,,,,,
1131,b_1131,용암,yongam,"85, 201, 66",성주,,,성주,,,대구,,,,,,,,,,,
1132,b_1132,성주,seongju,"85, 201, 66",성주,,,성주,,,대구,,,,,,,,,,,
1133,b_1133,선남,seonnam,"85, 201, 66",성주,,,성주,,,대구,,,,,,,,,,,
1134,b_1134,초전,chojeon,"85, 201, 66",성주,,,성주,,,대구,,,,,,,,,,,
1135,b_1135,북삼,buksam,"43, 0, 68",인동,,,칠곡,,,대구,,,,,,,,,,,
1136,b_1136,약목,yakmok,"43, 0, 68",인동,,,칠곡,,,대구,,,,,,,,,,,
1137,b_1137,기산,gisan,"43, 0, 68",인동,,,칠곡,,,대구,,,,,,,,,,,
1138,b_1138,왜관,waegwan,"127, 6, 69",왜관,,,칠곡,,,대구,,,,,,,,,,,
1139,b_1139,석적,seokjeok,"127, 6, 69",왜관,,,칠곡,,,대구,,,,,,,,,,,
1140,b_1140,지천,jicheon,"127, 6, 69",왜관,,,칠곡,,,대구,,,,,,,,,,,
1141,b_1141,가산,gasan,"127, 6, 69",칠곡,,,칠곡,,,대구,,,,,,,,,,,
1142,b_1142,동명,dongmyeong,"127, 6, 69",칠곡,,,칠곡,,,대구,,,,,,,,,,,
1143,b_1143,구미,gumi,"127, 21, 199",구미,,,칠곡,,,대구,,,,,,,,,,,
1144,b_1144,장천,jangcheon,"127, 21, 199",구미,,,칠곡,,,대구,,,,,,,,,,,
1145,b_1145,산동,sandong,"127, 21, 199",구미,,,칠곡,,,대구,,,,,,,,,,,
1146,b_1146,고아,goa,"127, 36, 74",선산,,,김천,,,상주,,,,,,,,,,,
1147,b_1147,해평,haepyeong,"127, 36, 74",선산,,,김천,,,상주,,,,,,,,,,,
1148,b_1148,선산,seonsan,"127, 36, 74",선산,,,김천,,,상주,,,,,,,,,,,
1149,b_1149,무을,mueul,"127, 36, 74",선산,,,김천,,,상주,,,,,,,,,,,
1150,b_1150,옥성,okseong,"127, 36, 74",선산,,,김천,,,상주,,,,,,,,,,,
1151,b_1151,소보,sobo,"85, 48, 76",군위,,,군위,,,안동,,,,,,,,,,,
1152,b_1152,군위,gunwi,"85, 48, 76",군위,,,군위,,,안동,,,,,,,,,,,
1153,b_1153,효령,hyoryeong,"85, 48, 76",군위,,,군위,,,안동,,,,,,,,,,,
1154,b_1154,부계,bugye,"85, 63, 206",의흥,,,군위,,,안동,,,,,,,,,,,
1155,b_1155,우보,ubo,"85, 63, 206",의흥,,,군위,,,안동,,,,,,,,,,,
1156,b_1156,산성,sanseong,"85, 63, 206",의흥,,,군위,,,안동,,,,,,,,,,,
1157,b_1157,의흥,uiheung,"85, 63, 206",의흥,,,군위,,,안동,,,,,,,,,,,
1158,b_1158,하금,hageum,"43, 75, 208",금산,,,진산,,,대전,,,,,,,,,,,
1159,b_1159,초현,chohyeon,"43, 75, 208",금산,,,진산,,,대전,,,,,,,,,,,
1160,b_1160,부리,buri,"43, 75, 208",금산,,,진산,,,대전,,,,,,,,,,,
1161,b_1161,금산,geumsan,"43, 75, 208",금산,,,진산,,,대전,,,,,,,,,,,
1162,b_1162,진산,jinsan,"85, 78, 81",진산,,,진산,,,대전,,,,,,,,,,,
1163,b_1163,복수,boksu,"85, 78, 81",진산,,,진산,,,대전,,,,,,,,,,,
1164,b_1164,금성,geumseong,"85, 78, 81",진산,,,진산,,,대전,,,,,,,,,,,
1165,b_1165,추부,chubu,"85, 78, 81",진산,,,진산,,,대전,,,,,,,,,,,
1166,b_1166,두두,dudu,"85, 78, 81",진산,,,진산,,,대전,,,,,,,,,,,
1167,b_1167,화양,hwayang,"127, 96, 84",한산,,,서천,,,공홍,,,,,,,,,,,
1168,b_1168,한산,hansan,"127, 96, 84",한산,,,서천,,,공홍,,,,,,,,,,,
1169,b_1169,기산,gisan,"127, 96, 84",한산,,,서천,,,공홍,,,,,,,,,,,
1170,b_1170,장항,janghang,"85, 108, 86",서천,,,서천,,,공홍,,,,,,,,,,,
1171,b_1171,마서,maseo,"85, 108, 86",서천,,,서천,,,공홍,,,,,,,,,,,
1172,b_1172,서천,seocheon,"85, 108, 86",서천,,,서천,,,공홍,,,,,,,,,,,
1173,b_1173,시초,sicho,"85, 108, 86",서천,,,서천,,,공홍,,,,,,,,,,,
1174,b_1174,마산,masan,"127, 96, 84",한산,,,서천,,,공홍,,,,,,,,,,,
1175,b_1175,문산,munsan,"85, 108, 86",서천,,,서천,,,공홍,,,,,,,,,,,
1176,b_1176,종천,jongcheon,"127, 126, 89",비인,,,서천,,,공홍,,,,,,,,,,,
1177,b_1177,판교,pangyo,"127, 126, 89",비인,,,서천,,,공홍,,,,,,,,,,,
1178,b_1178,비인,biin,"127, 126, 89",비인,,,서천,,,공홍,,,,,,,,,,,
1179,b_1179,현서,hyeonseo,"43, 135, 218",안덕,,,청송,,,안동,,,,,,,,,,,
1180,b_1180,현동,hyeondong,"43, 135, 218",안덕,,,청송,,,안동,,,,,,,,,,,
1181,b_1181,안덕,andeok,"43, 135, 218",안덕,,,청송,,,안동,,,,,,,,,,,
1182,b_1182,부남,bunam,"43, 135, 218",안덕,,,청송,,,안동,,,,,,,,,,,
1183,b_1183,주왕산,juwangsan,"1, 147, 220",청송,,,청송,,,안동,,,,,,,,,,,
1184,b_1184,파천,pacheon,"1, 147, 220",청송,,,청송,,,안동,,,,,,,,,,,
1185,b_1185,청송,cheongsong,"1, 147, 220",청송,,,청송,,,안동,,,,,,,,,,,
1186,b_1186,남정,namjeong,"169, 159, 222",영덕,,,울진,,,포항,,,,,,,,,,,
1187,b_1187,달산,dalsan,"169, 159, 222",영덕,,,울진,,,포항,,,,,,,,,,,
1188,b_1188,강구,ganggu,"169, 159, 222",영덕,,,울진,,,포항,,,,,,,,,,,
1189,b_1189,영덕,yeongdeok,"169, 159, 222",영덕,,,울진,,,포항,,,,,,,,,,,
1190,b_1190,지풍,jipung,"169, 159, 222",영덕,,,울진,,,포항,,,,,,,,,,,
1191,b_1191,축산,chuksan,"169, 159, 222",영해,,,울진,,,포항,,,,,,,,,,,
1192,b_1192,영해,yeonghae,"85, 168, 96",영해,,,울진,,,포항,,,,,,,,,,,
1193,b_1193,창수,changsu,"85, 168, 96",영해,,,울진,,,포항,,,,,,,,,,,
1194,b_1194,석보,seokbo,"85, 183, 226",석보,,,청송,,,안동,,,,,,,,,,,
1195,b_1195,입밤,ibam,"85, 183, 226",석보,,,청송,,,안동,,,,,,,,,,c-d불일치,
1196,b_1196,청기,cheonggi,"85, 183, 226",영양,,,청송,,,안동,,,,,,,,,,,
1197,b_1197,영양,yeongyang,"85, 183, 226",영양,,,청송,,,안동,,,,,,,,,,,
1198,b_1198,일월,irwol,"85, 183, 226",영양,,,청송,,,안동,,,,,,,,,,c-d불일치,
1199,b_1199,온정,onjeong,"43, 195, 128",평해,,,울진,,,포항,,,,,,,,,,,
1200,b_1200,후포,hupo,"43, 195, 128",평해,,,울진,,,포항,,,,,,,,,,,
1201,b_1201,평해,pyeonghae,"43, 195, 128",평해,,,울진,,,포항,,,,,,,,,,,
1202,b_1202,기성,giseong,"43, 195, 128",평해,,,울진,,,포항,,,,,,,,,,,
1203,b_1203,매화,maehwa,"43, 195, 128",평해,,,울진,,,포항,,,,,,,,,,,
1204,b_1204,금강송,geumgangsong,"43, 210, 3",울진,,,울진,,,포항,,,,,,,,,,,
1205,b_1205,근남,geunnam,"43, 210, 3",울진,,,울진,,,포항,,,,,,,,,,,
1206,b_1206,울진,uljin,"43, 210, 3",울진,,,울진,,,포항,,,,,,,,,,,
1207,b_1207,죽변,jukbyeon,"43, 210, 3",울진,,,울진,,,포항,,,,,,,,,,,
1208,b_1208,고남,gonam,"0, 102, 80",안면,,,서산,,,공홍,,,,,,,,,,,
1209,b_1209,서면,seomyeon,"127, 126, 89",비인,,,서천,,,공홍,,,,,,,,,,,
1210,b_1210,주산,jusan,"127, 18, 134",남포,,,보령,,,공홍,,,,,,,,,,,
1211,b_1211,미산,misan,"127, 18, 134",남포,,,보령,,,공홍,,,,,,,,,,,
1212,b_1212,웅천,ungcheon,"127, 18, 134",남포,,,보령,,,공홍,,,,,,,,,,,
1213,b_1213,남포,nampo,"127, 18, 134",남포,,,보령,,,공홍,,,,,,,,,,,
1214,b_1214,보령,boryeong,"169, 21, 7",보령,,,보령,,,공홍,,,,,,,,,,,
1215,b_1215,성주,seongju,"127, 18, 134",남포,,,보령,,,공홍,,,,,,,,,,,
1216,b_1216,주교,jugyo,"169, 21, 7",보령,,,보령,,,공홍,,,,,,,,,,,
1217,b_1217,청라,cheongra,"169, 21, 7",보령,,,보령,,,공홍,,,,,,,,,,,
1218,b_1218,오천,ocheon,"169, 21, 7",오천,,,보령,,,공홍,,,,,,,,,,,
1219,b_1219,청소,cheongso,"169, 21, 7",보령,,,보령,,,공홍,,,,,,,,,,,
1220,b_1220,은산,oksan,"86, 183, 136",홍산,,,부여,,,공홍,,,,,,,,,,c-d 불일치,
1221,b_1221,가곡,gagok,"85, 45, 11",외삼척,,,동해,,,영동,,,,,,,,,,,
1222,b_1222,원덕,wondeok,"85, 45, 11",외삼척,,,동해,,,영동,,,,,,,,,,,
1223,b_1223,노곡,nogok,"85, 45, 11",외삼척,,,동해,,,영동,,,,,,,,,,,
1224,b_1224,근덕,geundeok,"85, 45, 11",외삼척,,,동해,,,영동,,,,,,,,,,,
1225,b_1225,도계,dogye,"127, 78, 144",태백,,,동해,,,영동,,,,,,,,,,,
1226,b_1226,하장,hajang,"127, 78, 144",태백,,,동해,,,영동,,,,,,,,,,,
1227,b_1227,미로,miro,"44, 87, 28",동해,,,동해,,,영동,,,,,,,,,,,
1228,b_1228,고한,gohan,"0, 96, 150",사북,,,평창,,,영서,,,,,,,,,,,
1229,b_1229,규암,gyuam,"86, 198, 11",부여,,,부여,,,공홍,,,,,,,,,,,
1230,b_1230,임천,imcheon,"1, 69, 15",임천,,,부여,,,공홍,,,,,,,,,,,
1231,b_1231,장암,jangam,"1, 69, 15",임천,,,부여,,,공홍,,,,,,,,,,,
1232,b_1232,세도,sedo,"1, 69, 15",임천,,,부여,,,공홍,,,,,,,,,,,
1233,b_1233,태백,taebaek,"127, 78, 144",태백,,,동해,,,영동,,,,,,,,,,,
1234,b_1234,상동,sangdong,"127, 153, 29",수주,,,영월,,,영서,,,,,,,,,,,
1235,b_1235,임계,imgye,"0, 96, 150",사북,,,평창,,,영서,,,,,,,,,,,
1236,b_1236,화암,hwaam,"0, 96, 150",사북,,,평창,,,영서,,,,,,,,,,,
1237,b_1237,여량,yeoryang,"0, 96, 150",사북,,,평창,,,영서,,,,,,,,,,,
